chr	start	end	gene	ID	ratio	predLargeSeg	segMean	predLargeCorrected	pvalRatioCorrected	perGeneEvaluation	pvalRatioGene	predPoint	predPointSusp	comments
chr1	115252190	115252305	NRAS	Hotspot_1.17678	-0.555911726318449	2	-0.300856005381172	2	0.23261140502128	2	0.23261140502128	NA	NA	SegRatio=-0.3,AbsMeanSigma=1.34,pvalue=0.0200125775646077,pvalueTTest=0.23261140502128,Adjusted:byPvalueMeanRatio;
chr1	115256462	115256578	NRAS	AMPL7153071870	0.0455944278367458	2	-0.300856005381172	2	0.23261140502128	2	0.23261140502128	NA	NA	SegRatio=-0.3,AbsMeanSigma=1.34,pvalue=0.0200125775646077,pvalueTTest=0.23261140502128,Adjusted:byPvalueMeanRatio;
chr1	115258698	115258821	NRAS	AMPL7153669586	-0.300856005381172	2	-0.300856005381172	2	0.23261140502128	2	0.23261140502128	NA	NA	SegRatio=-0.3,AbsMeanSigma=1.34,pvalue=0.0200125775646077,pvalueTTest=0.23261140502128,Adjusted:byPvalueMeanRatio;
chr2	29432581	29432710	ALK	AMPL7153129486	0.00745123392721398	2	0.12135450957411	2	0.319752419808725	2	0.319752419808725	NA	NA	SegRatio=0.12,AbsMeanSigma=0.36,pvalue=0.257284440724339,pvalueTTest=0.161585394060659,
chr2	29432651	29432782	ALK	AMPL7158540212	0.18403938786475	2	0.12135450957411	2	0.319752419808725	2	0.319752419808725	NA	NA	SegRatio=0.12,AbsMeanSigma=0.36,pvalue=0.257284440724339,pvalueTTest=0.161585394060659,
chr2	29436752	29436860	ALK	AMPL7153049870	0.136911801983387	2	0.12135450957411	2	0.319752419808725	2	0.319752419808725	NA	NA	SegRatio=0.12,AbsMeanSigma=0.36,pvalue=0.257284440724339,pvalueTTest=0.161585394060659,
chr2	29436860	29436982	ALK	AMPL7153049880	-0.0474865359827218	2	0.12135450957411	2	0.319752419808725	2	0.319752419808725	NA	NA	SegRatio=0.12,AbsMeanSigma=0.36,pvalue=0.257284440724339,pvalueTTest=0.161585394060659,
chr2	29443563	29443694	ALK	AMPL7153154662	0.12135450957411	2	0.12135450957411	2	0.319752419808725	2	0.319752419808725	NA	NA	SegRatio=0.12,AbsMeanSigma=0.36,pvalue=0.257284440724339,pvalueTTest=0.161585394060659,
chr2	29443686	29443816	ALK	AMPL7158630699	-0.181936688439452	2	0.12135450957411	2	0.319752419808725	2	0.319752419808725	NA	NA	SegRatio=0.12,AbsMeanSigma=0.36,pvalue=0.257284440724339,pvalueTTest=0.161585394060659,
chr2	29445095	29445222	ALK	AMPL7156051274	0.224851610281772	2	0.12135450957411	2	0.319752419808725	2	0.319752419808725	NA	NA	SegRatio=0.12,AbsMeanSigma=0.36,pvalue=0.257284440724339,pvalueTTest=0.161585394060659,
